Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Dozie,2025-05-04 19:17:15,00:11:12,,"Young Sheldon: Season 3: A Slump, A Cross and Roadside Gravel (Episode 14)",,DefaultWidevineAndroidPhone,00:18:02,00:18:02,NG (Nigeria)
Dozie,2025-05-04 19:05:44,00:01:06,Autoplayed: user action: None; ,"Young Sheldon: Season 3: A Slump, A Cross and Roadside Gravel (Episode 14)",,DefaultWidevineAndroidPhone,00:01:38,Not latest view,NG (Nigeria)
Dozie,2025-05-04 18:53:11,00:12:31,,"Young Sheldon: Season 3: Contracts, Rules and a Little Bit of Pig Brains (Episode 13)",,DefaultWidevineAndroidPhone,00:19:21,00:19:21,NG (Nigeria)
Dozie,2025-05-04 18:41:38,00:11:31,,Young Sheldon: Season 3: Body Glitter and a Mall Safety Kit (Episode 12),,DefaultWidevineAndroidPhone,00:17:59,00:17:59,NG (Nigeria)
Dozie,2025-05-04 18:28:47,00:12:50,,"Young Sheldon: Season 3: A Live Chicken, A Fried Chicken and Holy Matrimony (Episode 11)",,DefaultWidevineAndroidPhone,00:19:26,00:19:26,NG (Nigeria)
Dozie,2025-05-04 18:22:06,00:03:59,,Young Sheldon: Season 3: Teenager Soup and a Little Ball of Fib (Episode 10),,DefaultWidevineAndroidPhone,00:18:27,00:18:27,NG (Nigeria)
Dozie,2025-05-04 18:21:52,00:00:11,,"Young Sheldon: Season 3: A Party Invitation, Football Grapes and an Earth Chicken (Episode 9)",,DefaultWidevineAndroidPhone,00:10:32,00:10:32,NG (Nigeria)
Dozie,2025-05-04 18:21:47,00:00:03,,Young Sheldon: Season 3: The Sin of Greed and a Chimichanga from Chi-Chi's (Episode 8),,DefaultWidevineAndroidPhone,00:19:50,00:19:50,NG (Nigeria)
Dozie,2025-05-04 18:20:29,00:00:34,,Young Sheldon: Season 3: Pongo Pygmaeus and a Culture That Encourages Spitting (Episode 7),,DefaultWidevineAndroidPhone,00:01:22,00:01:22,NG (Nigeria)
Dozie,2025-05-04 18:09:31,00:07:30,,Young Sheldon: Season 3: Teenager Soup and a Little Ball of Fib (Episode 10),,DefaultWidevineAndroidPhone,00:11:52,Not latest view,NG (Nigeria)
Dozie,2025-05-04 17:57:03,00:12:26,,"Young Sheldon: Season 3: A Party Invitation, Football Grapes and an Earth Chicken (Episode 9)",,DefaultWidevineAndroidPhone,00:19:28,Not latest view,NG (Nigeria)
Dozie,2025-05-04 17:42:34,00:13:50,,Young Sheldon: Season 3: The Sin of Greed and a Chimichanga from Chi-Chi's (Episode 8),,DefaultWidevineAndroidPhone,00:20:37,Not latest view,NG (Nigeria)
Dozie,2025-05-04 17:37:36,00:04:50,,Young Sheldon: Season 3: Pongo Pygmaeus and a Culture That Encourages Spitting (Episode 7),,DefaultWidevineAndroidPhone,00:20:18,Not latest view,NG (Nigeria)
Dozie,2025-05-04 17:11:18,00:08:23,,Young Sheldon: Season 3: Pongo Pygmaeus and a Culture That Encourages Spitting (Episode 7),,DefaultWidevineAndroidPhone,00:13:10,Not latest view,NG (Nigeria)
Dozie,2025-05-04 17:07:47,00:02:56,,Young Sheldon: Season 3: A Parasol and a Hell of an Arm (Episode 6),,DefaultWidevineAndroidPhone,00:18:01,00:18:01,NG (Nigeria)
Dozie,2025-05-03 20:01:09,00:08:41,,Young Sheldon: Season 3: A Parasol and a Hell of an Arm (Episode 6),,DefaultWidevineAndroidPhone,00:13:42,Not latest view,NG (Nigeria)
Dozie,2025-05-03 19:50:50,00:10:18,,Young Sheldon: Season 3: A Pineapple and the Bosom of Male Friendship (Episode 5),,DefaultWidevineAndroidPhone,00:19:36,00:19:36,NG (Nigeria)
Dozie,2025-05-03 19:42:24,00:02:50,,Young Sheldon: Season 3: A Pineapple and the Bosom of Male Friendship (Episode 5),,DefaultWidevineAndroidPhone,00:04:14,Not latest view,NG (Nigeria)
Dozie,2025-05-03 19:30:07,00:11:51,,"Young Sheldon: Season 3: Hobbitses, Physicses and a Ball with Zip (Episode 4)",,DefaultWidevineAndroidPhone,00:18:20,00:18:20,NG (Nigeria)
Dozie,2025-05-03 19:18:21,00:11:45,,Young Sheldon: Season 3: An Entrepreneurialist and a Swat on the Bottom (Episode 3),,DefaultWidevineAndroidPhone,00:18:41,00:18:41,NG (Nigeria)
Dozie,2025-05-03 19:13:37,00:04:39,,Young Sheldon: Season 3: A Broom Closet and Satan's Monopoly Board (Episode 2),,DefaultWidevineAndroidPhone,00:18:56,00:18:56,NG (Nigeria)
Dozie,2025-05-03 11:13:45,00:03:31,,Young Sheldon: Season 3: A Broom Closet and Satan's Monopoly Board (Episode 2),,DefaultWidevineAndroidPhone,00:12:33,Not latest view,NG (Nigeria)
Dozie,2025-05-03 10:55:27,00:05:06,,Young Sheldon: Season 3: A Broom Closet and Satan's Monopoly Board (Episode 2),,DefaultWidevineAndroidPhone,00:07:39,Not latest view,NG (Nigeria)
Dozie,2025-05-03 10:45:18,00:10:08,,Young Sheldon: Season 3: Quirky Eggheads and Texas Snow Globes (Episode 1),,DefaultWidevineAndroidPhone,00:18:56,00:18:56,NG (Nigeria)
Dozie,2025-05-03 10:19:37,00:02:35,,Young Sheldon: Season 3: Quirky Eggheads and Texas Snow Globes (Episode 1),,DefaultWidevineAndroidPhone,00:03:52,Not latest view,NG (Nigeria)
Dozie,2025-05-03 10:06:54,00:12:36,,Young Sheldon: Season 2: A Swedish Science Thing and the Equation for Toast (Episode 22),,DefaultWidevineAndroidPhone,00:19:08,00:19:08,NG (Nigeria)
Dozie,2025-05-03 09:56:31,00:10:22,,Young Sheldon: Season 2: A Broken Heart and a Crock Monster (Episode 21),,DefaultWidevineAndroidPhone,00:20:12,00:20:12,NG (Nigeria)
Dozie,2025-05-03 09:51:05,00:00:02,,Young Sheldon: Season 2: A Broken Heart and a Crock Monster (Episode 21),,DefaultWidevineAndroidPhone,00:04:43,Not latest view,NG (Nigeria)
Dozie,2025-05-03 09:39:04,00:03:02,,Young Sheldon: Season 2: A Broken Heart and a Crock Monster (Episode 21),,DefaultWidevineAndroidPhone,00:04:44,Not latest view,NG (Nigeria)
Dozie,2025-05-03 09:23:57,00:12:38,,Young Sheldon: Season 2: A Proposal and a Popsicle Stick Cross (Episode 20),,DefaultWidevineAndroidPhone,00:20:16,00:20:16,NG (Nigeria)
Dozie,2025-05-03 08:59:16,00:00:33,,Young Sheldon: Season 2: A Proposal and a Popsicle Stick Cross (Episode 20),,DefaultWidevineAndroidPhone,00:01:15,Not latest view,NG (Nigeria)
Dozie,2025-05-03 05:44:21,00:42:52,,Exterritorial,,DefaultWidevineAndroidPhone,01:42:51,01:42:51,NG (Nigeria)
Dozie,2025-05-02 18:09:45,00:03:37,,3 Body Problem: Season 1: Red Coast (Episode 2),,DefaultWidevineAndroidPhone,00:07:00,00:07:00,NG (Nigeria)
Dozie,2025-05-02 17:32:02,00:37:14,,3 Body Problem: Season 1: Countdown (Episode 1),,DefaultWidevineAndroidPhone,00:56:39,00:56:39,NG (Nigeria)
Dozie,2025-05-02 16:05:21,00:00:08,Autoplayed: user action: None; ,Season 3 Clip 6: The Lincoln Lawyer,HOOK,DefaultWidevineAndroidPhone,00:00:00,00:00:00,NG (Nigeria)
Dozie,2025-05-02 16:04:06,00:00:04,Autoplayed: user action: None; ,Clip 5: Happiness Is,HOOK,DefaultWidevineAndroidPhone,00:00:04,00:00:04,NG (Nigeria)
Dozie,2025-05-02 15:34:17,00:07:55,,Happiness Is,,DefaultWidevineAndroidPhone,00:09:19,00:09:19,NG (Nigeria)
Dozie,2025-05-02 15:34:06,00:00:09,Autoplayed: user action: None; ,Clip 5: Happiness Is,HOOK,DefaultWidevineAndroidPhone,00:00:09,Not latest view,NG (Nigeria)
Dozie,2025-05-02 14:17:18,01:15:57,,The Perfect Find,,DefaultWidevineAndroidPhone,01:33:40,01:33:40,NG (Nigeria)
Dozie,2025-05-02 14:16:26,00:00:09,Autoplayed: user action: None; ,No Hard Feelings_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:09,00:00:09,NG (Nigeria)
Dozie,2025-05-02 14:16:02,00:00:14,Autoplayed: user action: None; ,Ticket to Paradise_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:14,00:00:14,NG (Nigeria)
Dozie,2025-05-02 14:12:05,00:00:03,,Exterritorial,,DefaultWidevineAndroidPhone,00:38:42,Not latest view,NG (Nigeria)
Dozie,2025-05-02 11:19:27,00:21:09,,Exterritorial,,DefaultWidevineAndroidPhone,00:38:42,Not latest view,NG (Nigeria)
Dozie,2025-05-02 11:12:50,00:00:58,,Exterritorial,,DefaultWidevineAndroidPhone,00:07:20,Not latest view,NG (Nigeria)
Dozie,2025-05-02 10:58:23,00:00:16,,Exterritorial,,DefaultWidevineAndroidPhone,00:06:00,Not latest view,NG (Nigeria)
Dozie,2025-05-02 10:58:16,00:00:04,Autoplayed: user action: None; ,Trailer: Exterritorial,TRAILER,DefaultWidevineAndroidPhone,00:00:04,00:00:04,NG (Nigeria)
Dozie,2025-05-02 10:42:06,00:04:02,,Exterritorial,,DefaultWidevineAndroidPhone,00:05:48,Not latest view,NG (Nigeria)
Dozie,2025-05-02 10:41:53,00:00:09,Autoplayed: user action: None; ,Trailer: Exterritorial,TRAILER,DefaultWidevineAndroidPhone,00:00:08,Not latest view,NG (Nigeria)
Dozie,2025-05-02 10:30:40,00:04:55,,The Night Agent: Season 2: Buyer's Remorse (Episode 10),,DefaultWidevineAndroidPhone,00:41:31,00:41:31,NG (Nigeria)
Dozie,2025-05-02 10:02:19,00:22:03,,The Night Agent: Season 2: Buyer's Remorse (Episode 10),,DefaultWidevineAndroidPhone,00:34:19,Not latest view,NG (Nigeria)
Dozie,2025-05-02 09:47:52,00:10:36,,The Night Agent: Season 2: Cultural Exchange (Episode 9),,DefaultWidevineAndroidPhone,00:40:44,00:40:44,NG (Nigeria)
Dozie,2025-05-02 07:54:28,00:15:33,,The Night Agent: Season 2: Cultural Exchange (Episode 9),,DefaultWidevineAndroidPhone,00:24:42,Not latest view,NG (Nigeria)
Dozie,2025-05-02 07:17:34,00:32:18,,The Night Agent: Season 2: Divergence (Episode 8),,DefaultWidevineAndroidPhone,00:50:00,00:50:00,NG (Nigeria)
Dozie,2025-05-02 06:45:22,00:32:10,,The Night Agent: Season 2: Tilt (Episode 7),,DefaultWidevineAndroidPhone,00:49:28,00:49:28,NG (Nigeria)
Dozie,2025-05-02 06:11:37,00:31:43,,The Night Agent: Season 2: A Good Agent (Episode 6),,DefaultWidevineAndroidPhone,00:50:18,00:50:18,NG (Nigeria)
Dozie,2025-05-02 05:41:55,00:29:33,,The Night Agent: Season 2: A Family Matter (Episode 5),,DefaultWidevineAndroidPhone,00:47:30,00:47:30,NG (Nigeria)
Dozie,2025-05-02 05:17:17,00:24:07,,The Night Agent: Season 2: Desperate Measures (Episode 4),,DefaultWidevineAndroidPhone,00:50:22,00:50:22,NG (Nigeria)
Dozie,2025-05-02 05:06:26,00:09:44,,The Next 365 Days,,DefaultWidevineAndroidPhone,01:10:20,01:10:20,NG (Nigeria)
Dozie,2025-05-02 05:06:17,00:00:06,Autoplayed: user action: None; ,Genre Specific Moment Clip: The Next 365 Days,HOOK,DefaultWidevineAndroidPhone,00:00:06,00:00:06,NG (Nigeria)
Dozie,2025-05-02 05:04:09,00:02:01,,Orgasm Inc: The Story of OneTaste,,DefaultWidevineAndroidPhone,00:02:57,00:02:57,NG (Nigeria)
Dozie,2025-05-02 05:03:39,00:00:26,Autoplayed: user action: None; ,Cliffhanger Clip: Orgasm Inc.,HOOK,DefaultWidevineAndroidPhone,00:00:26,00:00:26,NG (Nigeria)
Dozie,2025-05-02 05:03:27,00:00:06,Autoplayed: user action: None; ,Hot Girls Wanted (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:06,00:00:06,NG (Nigeria)
Dozie,2025-05-02 05:02:27,00:00:48,,6 Years,,DefaultWidevineAndroidPhone,00:07:19,00:07:19,NG (Nigeria)
Dozie,2025-05-02 05:02:05,00:00:06,Autoplayed: user action: None; ,6 Years_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:02,00:00:02,NG (Nigeria)
Dozie,2025-05-02 05:01:40,00:00:11,Autoplayed: user action: None; ,Limited Series Plot Clip: Obsession,HOOK,DefaultWidevineAndroidPhone,00:00:04,00:00:04,NG (Nigeria)
Dozie,2025-05-02 05:00:07,00:01:08,Autoplayed: user action: None; ,Genre Specific Moment Clip: The Next 365 Days,HOOK,DefaultWidevineAndroidPhone,00:01:08,Not latest view,NG (Nigeria)
Dozie,2025-05-02 04:45:22,00:14:15,,"Sex, Love & goop: Season 1: What just happened to me? (Episode 2)",,DefaultWidevineAndroidPhone,00:35:45,00:35:45,NG (Nigeria)
Dozie,2025-05-02 04:19:37,00:25:43,,"Sex, Love & goop: Season 1: A show about sex. (Episode 1)",,DefaultWidevineAndroidPhone,00:38:25,00:38:25,NG (Nigeria)
Dozie,2025-05-02 04:19:06,00:00:16,Autoplayed: user action: None; ,"Season 1 Trailer: Sex, Love, and goop",TRAILER,DefaultWidevineAndroidPhone,00:00:16,00:00:16,NG (Nigeria)
Dozie,2025-05-02 04:18:37,00:00:18,Autoplayed: user action: None; ,Hot Girls Wanted (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:18,Not latest view,NG (Nigeria)
Dozie,2025-05-02 04:17:36,00:00:11,Autoplayed: user action: None; ,Season 5 Teaser: You,TEASER_TRAILER,DefaultWidevineAndroidPhone,00:00:11,00:00:11,NG (Nigeria)
Dozie,2025-05-02 04:15:58,00:00:28,Autoplayed: user action: None; ,Season 1 Teaser: Obliterated,TEASER_TRAILER,DefaultWidevineAndroidPhone,00:00:17,00:00:17,NG (Nigeria)
Dozie,2025-05-02 04:15:21,00:00:21,Autoplayed: user action: None; ,New Amsterdam: Season 1_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:00,00:00:00,NG (Nigeria)
Dozie,2025-05-02 04:14:14,00:00:19,Autoplayed: user action: None; ,Season 6 Teaser: My House,TEASER_TRAILER,DefaultWidevineAndroidPhone,00:00:03,00:00:03,NG (Nigeria)
Dozie,2025-05-02 04:13:18,00:00:27,Autoplayed: user action: None; ,Season 2 Clip 6: The Recruit,HOOK,DefaultWidevineAndroidPhone,00:00:07,00:00:07,NG (Nigeria)
Dozie,2025-05-01 21:51:36,00:09:04,,The Night Agent: Season 2: Desperate Measures (Episode 4),,DefaultWidevineAndroidPhone,00:14:45,Not latest view,NG (Nigeria)
Dozie,2025-05-01 21:48:24,00:00:03,,The Night Agent: Season 2: Desperate Measures (Episode 4),,DefaultWidevineAndroidPhone,00:01:17,Not latest view,NG (Nigeria)
Dozie,2025-05-01 21:30:49,00:17:34,,The Night Agent: Season 2: Government Property (Episode 3),,DefaultWidevineAndroidPhone,00:50:03,00:50:03,NG (Nigeria)
Dozie,2025-05-01 21:24:18,00:06:28,,The Night Agent: Season 2: Government Property (Episode 3),,DefaultWidevineAndroidPhone,00:23:48,Not latest view,NG (Nigeria)
Dozie,2025-05-01 21:18:00,00:05:24,,The Night Agent: Season 2: Government Property (Episode 3),,DefaultWidevineAndroidPhone,00:14:17,Not latest view,NG (Nigeria)
Dozie,2025-05-01 10:38:27,00:03:27,,The Night Agent: Season 2: Government Property (Episode 3),,DefaultWidevineAndroidPhone,00:06:18,Not latest view,NG (Nigeria)
Dozie,2025-05-01 10:18:24,00:16:54,,The Night Agent: Season 2: Disconnected (Episode 2),,DefaultWidevineAndroidPhone,00:47:32,00:47:32,NG (Nigeria)
Dozie,2025-05-01 10:10:45,00:04:20,,The Night Agent: Season 2: Disconnected (Episode 2),,DefaultWidevineAndroidPhone,00:22:18,Not latest view,NG (Nigeria)
Dozie,2025-04-30 20:00:11,00:00:24,Autoplayed: user action: None; ,Young Sheldon: Season 2: A Proposal and a Popsicle Stick Cross (Episode 20),,DefaultWidevineAndroidPhone,00:00:35,Not latest view,NG (Nigeria)
Dozie,2025-04-30 19:48:03,00:12:05,,Young Sheldon: Season 2: A Political Campaign and a Candy Land Cheater (Episode 19),,DefaultWidevineAndroidPhone,00:19:47,00:19:47,NG (Nigeria)
Dozie,2025-04-30 19:36:02,00:12:00,,Young Sheldon: Season 2: A Perfect Score and a Bunsen Burner Marshmallow (Episode 18),,DefaultWidevineAndroidPhone,00:17:59,00:17:59,NG (Nigeria)
Dozie,2025-04-30 19:24:52,00:11:08,,Young Sheldon: Season 2: Albert Einstein and the Story of Another Mary (Episode 17),,DefaultWidevineAndroidPhone,00:20:18,00:20:18,NG (Nigeria)
Dozie,2025-04-30 19:07:34,00:01:54,,Young Sheldon: Season 2: Albert Einstein and the Story of Another Mary (Episode 17),,DefaultWidevineAndroidPhone,00:02:51,Not latest view,NG (Nigeria)
Dozie,2025-04-30 18:55:32,00:12:00,,Young Sheldon: Season 2: A Loaf of Bread and a Grand Old Flag (Episode 16),,DefaultWidevineAndroidPhone,00:18:00,00:18:00,NG (Nigeria)
Dozie,2025-04-30 18:42:18,00:12:55,,Young Sheldon: Season 2: A Math Emergency and Perky Palms (Episode 15),,DefaultWidevineAndroidPhone,00:19:21,00:19:21,NG (Nigeria)
Dozie,2025-04-30 18:30:10,00:12:08,,"Young Sheldon: Season 2: David, Goliath and a Yoo-hoo from the Back (Episode 14)",,DefaultWidevineAndroidPhone,00:18:12,00:18:12,NG (Nigeria)
Dozie,2025-04-30 18:25:37,00:04:31,,Young Sheldon: Season 2: A Nuclear Reactor and a Boy Called Lovey (Episode 13),,DefaultWidevineAndroidPhone,00:19:47,00:19:47,NG (Nigeria)
Dozie,2025-04-30 18:17:28,00:08:02,,The Night Agent: Season 2: Disconnected (Episode 2),,DefaultWidevineAndroidPhone,00:15:58,Not latest view,NG (Nigeria)
Dozie,2025-04-29 20:20:39,00:08:32,,Young Sheldon: Season 2: A Nuclear Reactor and a Boy Called Lovey (Episode 13),,DefaultWidevineAndroidPhone,00:13:13,Not latest view,NG (Nigeria)
Dozie,2025-04-29 20:08:35,00:12:03,,Young Sheldon: Season 2: A Tummy Ache and a Whale of a Metaphor (Episode 12),,DefaultWidevineAndroidPhone,00:18:04,00:18:04,NG (Nigeria)
Dozie,2025-04-29 19:55:55,00:12:39,,Young Sheldon: Season 2: A Race of Superhumans and a Letter to Alf (Episode 11),,DefaultWidevineAndroidPhone,00:19:31,00:19:31,NG (Nigeria)
Dozie,2025-04-29 19:43:11,00:12:09,,Young Sheldon: Season 2: A Stunted Childhood and a Can of Fancy Mixed Nuts (Episode 10),,DefaultWidevineAndroidPhone,00:18:56,00:18:56,NG (Nigeria)
Dozie,2025-04-29 19:29:18,00:13:52,,Young Sheldon: Season 2: Family Dynamics and a Red Fiero (Episode 9),,DefaultWidevineAndroidPhone,00:20:48,00:20:48,NG (Nigeria)
Dozie,2025-04-29 19:19:32,00:09:06,,Young Sheldon: Season 2: An 8-Bit Princess and a Flat Tire Genius (Episode 8),,DefaultWidevineAndroidPhone,00:19:13,00:19:13,NG (Nigeria)
Dozie,2025-04-29 19:09:09,00:06:08,,Young Sheldon: Season 2: An 8-Bit Princess and a Flat Tire Genius (Episode 8),,DefaultWidevineAndroidPhone,00:06:20,Not latest view,NG (Nigeria)
Dozie,2025-04-29 19:00:53,00:08:15,,Young Sheldon: Season 2: Carbon Dating and a Stuffed Raccoon (Episode 7),,DefaultWidevineAndroidPhone,00:18:47,00:18:47,NG (Nigeria)
Dozie,2025-04-29 18:50:57,00:07:52,,Young Sheldon: Season 2: Carbon Dating and a Stuffed Raccoon (Episode 7),,DefaultWidevineAndroidPhone,00:10:34,Not latest view,NG (Nigeria)
Dozie,2025-04-29 18:35:58,00:14:58,,Young Sheldon: Season 2: Seven Deadly Sins and a Small Carl Sagan (Episode 6),,DefaultWidevineAndroidPhone,00:18:55,00:18:55,NG (Nigeria)
Dozie,2025-04-29 18:21:48,00:14:09,,Young Sheldon: Season 2: A Research Study and Czechoslovakian Wedding Pastries (Episode 5),,DefaultWidevineAndroidPhone,00:17:51,00:17:51,NG (Nigeria)
Dozie,2025-04-29 18:06:05,00:14:55,,Young Sheldon: Season 2: A Financial Secret and Fish Sauce (Episode 4),,DefaultWidevineAndroidPhone,00:18:50,00:18:50,NG (Nigeria)
Dozie,2025-04-29 18:05:56,00:00:04,,Young Sheldon: Season 2: A Research Study and Czechoslovakian Wedding Pastries (Episode 5),,DefaultWidevineAndroidPhone,00:00:05,Not latest view,NG (Nigeria)
Dozie,2025-04-29 18:05:10,00:00:24,,Young Sheldon: Season 2: A Financial Secret and Fish Sauce (Episode 4),,DefaultWidevineAndroidPhone,00:19:34,Not latest view,NG (Nigeria)
Dozie,2025-04-29 18:01:17,00:03:50,,Young Sheldon: Season 2: A Crisis of Faith and Octopus Aliens (Episode 3),,DefaultWidevineAndroidPhone,00:19:58,00:19:58,NG (Nigeria)
Dozie,2025-04-29 17:52:14,00:08:22,,Young Sheldon: Season 2: A Crisis of Faith and Octopus Aliens (Episode 3),,DefaultWidevineAndroidPhone,00:15:33,Not latest view,NG (Nigeria)
Dozie,2025-04-29 17:39:40,00:00:16,,Young Sheldon: Season 2: A Crisis of Faith and Octopus Aliens (Episode 3),,DefaultWidevineAndroidPhone,00:03:22,Not latest view,NG (Nigeria)
Dozie,2025-04-29 17:39:30,00:00:08,,Young Sheldon: Season 2: A Rival Prodigy and Sir Isaac Neutron (Episode 2),,DefaultWidevineAndroidPhone,00:00:07,00:00:07,NG (Nigeria)
Dozie,2025-04-29 17:39:19,00:00:06,,Young Sheldon: Season 2: A Financial Secret and Fish Sauce (Episode 4),,DefaultWidevineAndroidPhone,00:00:06,Not latest view,NG (Nigeria)
Dozie,2025-04-29 17:34:46,00:03:10,,Young Sheldon: Season 2: A Crisis of Faith and Octopus Aliens (Episode 3),,DefaultWidevineAndroidPhone,00:03:09,Not latest view,NG (Nigeria)
Dozie,2025-04-29 17:26:34,00:08:11,,Young Sheldon: Season 2: A Rival Prodigy and Sir Isaac Neutron (Episode 2),,DefaultWidevineAndroidPhone,00:18:52,Not latest view,NG (Nigeria)
Dozie,2025-04-29 17:19:51,00:03:41,,Young Sheldon: Season 2: A Rival Prodigy and Sir Isaac Neutron (Episode 2),,DefaultWidevineAndroidPhone,00:10:44,Not latest view,NG (Nigeria)
Dozie,2025-04-29 17:05:59,00:04:22,,Young Sheldon: Season 2: A Rival Prodigy and Sir Isaac Neutron (Episode 2),,DefaultWidevineAndroidPhone,00:07:08,Not latest view,NG (Nigeria)
Dozie,2025-04-29 16:54:17,00:11:40,,Young Sheldon: Season 2: A High-Pitched Buzz and Training Wheels (Episode 1),,DefaultWidevineAndroidPhone,00:18:53,00:18:53,NG (Nigeria)
Dozie,2025-04-29 16:49:31,00:01:46,,The Night Agent: Season 2: Disconnected (Episode 2),,DefaultWidevineAndroidPhone,00:03:59,Not latest view,NG (Nigeria)
Dozie,2025-04-29 16:02:16,00:30:06,,The Night Agent: Season 2: Call Tracking (Episode 1),,DefaultWidevineAndroidPhone,00:45:55,00:45:55,NG (Nigeria)
Dozie,2025-04-29 16:01:46,00:00:15,,The Night Agent: Season 1: Fathers (Episode 10),,DefaultWidevineAndroidPhone,00:02:00,00:02:00,NG (Nigeria)
Dozie,2025-04-29 11:47:57,00:26:53,,The Night Agent: Season 1: Fathers (Episode 10),,DefaultWidevineAndroidPhone,00:01:48,Not latest view,NG (Nigeria)
Dozie,2025-04-29 11:20:49,00:26:51,,The Night Agent: Season 1: The Devil We Know (Episode 9),,DefaultWidevineAndroidPhone,00:41:56,00:41:56,NG (Nigeria)
Dozie,2025-04-29 11:20:23,00:26:51,,The Night Agent: Season 1: The Devil We Know (Episode 9),,DefaultWidevineAndroidPhone,00:41:56,Not latest view,NG (Nigeria)
Dozie,2025-04-29 10:53:23,00:26:58,,The Night Agent: Season 1: Redux (Episode 8),,DefaultWidevineAndroidPhone,00:42:24,00:42:24,NG (Nigeria)
Dozie,2025-04-29 10:27:03,00:26:14,,The Night Agent: Season 1: Best Served Cold (Episode 7),,DefaultWidevineAndroidPhone,00:42:32,00:42:32,NG (Nigeria)
Dozie,2025-04-29 09:55:52,00:29:58,,The Night Agent: Season 1: Fathoms (Episode 6),,DefaultWidevineAndroidPhone,00:46:18,00:46:18,NG (Nigeria)
Dozie,2025-04-29 09:39:08,00:15:38,,The Night Agent: Season 1: The Marionette (Episode 5),,DefaultWidevineAndroidPhone,00:48:57,00:48:57,NG (Nigeria)
Dozie,2025-04-29 09:18:47,00:16:09,,The Night Agent: Season 1: The Marionette (Episode 5),,DefaultWidevineAndroidPhone,00:25:53,Not latest view,NG (Nigeria)
Dozie,2025-04-29 08:46:36,00:26:42,,The Night Agent: Season 1: Eyes Only (Episode 4),,DefaultWidevineAndroidPhone,00:44:50,00:44:50,NG (Nigeria)
Dozie,2025-04-29 08:41:37,00:02:57,,The Night Agent: Season 1: Eyes Only (Episode 4),,DefaultWidevineAndroidPhone,00:04:25,Not latest view,NG (Nigeria)
Dozie,2025-04-29 08:25:36,00:15:59,,The Night Agent: Season 1: The Zookeeper (Episode 3),,DefaultWidevineAndroidPhone,00:52:52,00:52:52,NG (Nigeria)
Dozie,2025-04-29 07:59:01,00:18:41,,The Night Agent: Season 1: The Zookeeper (Episode 3),,DefaultWidevineAndroidPhone,00:29:13,Not latest view,NG (Nigeria)
Dozie,2025-04-29 07:29:30,00:28:39,,The Night Agent: Season 1: Redial (Episode 2),,DefaultWidevineAndroidPhone,00:44:59,00:44:59,NG (Nigeria)
Dozie,2025-04-29 06:54:22,00:35:06,,The Night Agent: Season 1: The Call (Episode 1),,DefaultWidevineAndroidPhone,00:51:48,00:51:48,NG (Nigeria)
Dozie,2025-04-29 06:53:50,00:00:10,Autoplayed: user action: None; ,Season 2 Clip 6: The Night Agent,HOOK,DefaultWidevineAndroidPhone,00:00:09,00:00:09,NG (Nigeria)
Dozie,2025-04-28 13:53:40,00:00:55,Autoplayed: user action: None; ,Young Sheldon: Season 2: A High-Pitched Buzz and Training Wheels (Episode 1),,DefaultWidevineAndroidPhone,00:01:18,Not latest view,NG (Nigeria)
Dozie,2025-04-28 13:41:03,00:12:36,,"Young Sheldon: Season 1: Vanilla Ice Cream, Gentlemen Callers, and a Dinette Set (Episode 22)",,DefaultWidevineAndroidPhone,00:19:39,00:19:39,NG (Nigeria)
Dozie,2025-04-28 13:28:04,00:12:58,,"Young Sheldon: Season 1: Summer Sausage, a Pocket Poncho, and Tony Danza (Episode 21)",,DefaultWidevineAndroidPhone,00:19:59,00:19:59,NG (Nigeria)
Dozie,2025-04-28 13:14:45,00:13:19,,"Young Sheldon: Season 1: A Dog, a Squirrel, and a Fish Named Fish (Episode 20)",,DefaultWidevineAndroidPhone,00:19:58,00:19:58,NG (Nigeria)
Dozie,2025-04-28 13:01:39,00:13:05,,"Young Sheldon: Season 1: Gluons, Guacamole, and the Color Purple (Episode 19)",,DefaultWidevineAndroidPhone,00:19:48,00:19:48,NG (Nigeria)
Dozie,2025-04-28 12:49:20,00:12:18,,"Young Sheldon: Season 1: A Mother, a Child, and a Blue Man's Backside (Episode 18)",,DefaultWidevineAndroidPhone,00:18:37,00:18:37,NG (Nigeria)
Dozie,2025-04-28 12:43:18,00:05:56,,"Young Sheldon: Season 1: Jiu-Jitsu, Bubble Wrap, and Yoo-hoo (Episode 17)",,DefaultWidevineAndroidPhone,00:09:04,00:09:04,NG (Nigeria)
Dozie,2025-04-28 12:29:27,00:13:14,,"Young Sheldon: Season 1: Killer Asteroids, Oklahoma, and a Frizzy Hair Machine (Episode 16)",,DefaultWidevineAndroidPhone,00:20:02,00:20:02,NG (Nigeria)
